dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
6131,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,73,87,88,2,23,133,0,"In total, 30% of the interior and cargo area utilizes eco-plastics. In fact, 85% of the HS, including the batteries, can be recycled.","In total, 30% of the interior and cargo area utilizes eco-plastics. In fact, 85% of the HS, including the batteries, can be recycled."
6132,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,74,89,89,1,30,177,0,"So there you have it, the first dedicated luxury hybrid, the 2010 HS250H, a car for buyers who want luxury, high mileage, low emissions, usable technology, and of course, value.","So there you have it, the first dedicated luxury hybrid, the 2010 HS250H, a car for buyers who want luxury, high mileage, low emissions, usable technology, and of course, value."
6133,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,75,90,90,1,26,153,0,"Ladies and gentlemen, I'm very pleased to have with us today the person most responsible for the development of the all-new HS, Chief Engineer Hiro Koba.","Ladies and gentlemen, I'm very pleased to have with us today the person most responsible for the development of the all-new HS, Chief Engineer Hiro Koba."
6134,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,76,91,93,3,20,121,0,"Koba-san. Thanks, Koba-san. Every year since we showed the first RX Hybrid in 2005, we've introduced a new luxury hybrid.","Koba-san. Thanks, Koba-san. Every year since we showed the first RX Hybrid in 2005, we've introduced a new luxury hybrid."
6135,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,77,94,95,2,23,134,0,"And this year, we're debuting the world's first dedicated luxury hybrid. Kind of makes you wonder what we'll show in 2010, doesn't it?","And this year, we're debuting the world's first dedicated luxury hybrid. Kind of makes you wonder what we'll show in 2010, doesn't it?"
6136,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,78,96,96,1,12,63,0,"Well to date, Lexus has sold more than 157,000 hybrid vehicles.","Well to date, Lexus has sold more than 157,000 hybrid vehicles."
6137,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,79,97,97,1,15,77,0,"No one, I mean no one has the experience with luxury hybrids that Lexus does.","No one, I mean no one has the experience with luxury hybrids that Lexus does."
6138,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,80,98,98,1,15,72,0,We're excited that the HS is one of three key launches for us this year.,We're excited that the HS is one of three key launches for us this year.
6139,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,81,99,99,1,14,80,0,"In addition to the HS, the all-new RX starts arriving at dealerships next month.","In addition to the HS, the all-new RX starts arriving at dealerships next month."
6140,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,82,100,101,2,27,147,0,The IS Convertible will hit showrooms in late spring. The ISC will give us a convertible coupe in the entry luxury segment for the very first time.,The IS Convertible will hit showrooms in late spring. The ISC will give us a convertible coupe in the entry luxury segment for the very first time.
6141,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,83,102,103,2,16,99,0,"You know, we started out 20 years ago relentlessly pursuing perfection. We got passionate about it.","You know, we started out 20 years ago relentlessly pursuing perfection. We got passionate about it."
6142,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,84,104,104,1,14,94,0,And now we're pursuing perfection and innovation in ways our customers never thought possible.,And now we're pursuing perfection and innovation in ways our customers never thought possible.
6143,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,85,105,105,1,12,71,0,The HS250 is the anniversary present that we're sharing with you today.,The HS250 is the anniversary present that we're sharing with you today.
6144,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,86,106,106,1,20,92,0,The HS is all hybrid and all Lexus and we can't wait until it goes on sale late this summer.,The HS is all hybrid and all Lexus and we can't wait until it goes on sale late this summer.
6145,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,87,107,107,1,38,174,0,Now at this time I'd like to give the photographers down in front a chance to take a few pictures of the HS and after that I invite you all to come up and take a closer look.,Now at this time I'd like to give the photographers down in front a chance to take a few pictures of the HS and after that I invite you all to come up and take a closer look.
6146,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,88,108,109,2,16,86,0,Thank you and please enjoy the rest of the show. Thanks for watching The Auto Channel.,Thank you and please enjoy the rest of the show. Thanks for watching The Auto Channel.
6147,Lexus 2009 Detroit Auto Show; Lexus HS 250h Debuts (480p 30fps H264 128kbit AAC),124,89,110,110,1,26,180,0,"For more coverage of the Detroit Auto Show and all other major auto shows, visit TheAutoChannel.com, the Internet's most complete and comprehensive automotive information resource.","For more coverage of the Detroit Auto Show and all other major auto shows, visit TheAutoChannel.com, the Internet's most complete and comprehensive automotive information resource."
6148,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,1,1,1,1,22,120,0,"From ride quality to fit, finish, and the quality of materials, luxury has been a hallmark of Lexus from the very start.","From ride quality to fit, finish, and the quality of materials, luxury has been a hallmark of Lexus from the very start."
6149,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,2,2,3,2,34,220,0,"And the CT200H carries on that tradition. Thanks in part to the acoustic glass windshield and extensive use of vibration isolating technologies, this new luxury subcompact delivers a Lexus quality ride, quiet and smooth.","And the CT200H carries on that tradition. Thanks in part to the acoustic glass windshield and extensive use of vibration isolating technologies, this new luxury subcompact delivers a Lexus quality ride, quiet and smooth."
6150,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,3,4,4,1,15,96,0,"Inside, engineers drew on a new material called NuLux for the standard interior upholstery trim.","Inside, engineers drew on a new material called NuLux for the standard interior upholstery trim."
6151,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,4,5,6,2,16,104,0,supple yet very durable. Nulux was chosen both for its leather-like feel and its environmental benefits.,supple yet very durable. Nulux was chosen both for its leather-like feel and its environmental benefits.
6152,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,5,7,7,1,27,166,0,"It weighs half as much as leather, generates 65% less CO2 in the production process, and requires no volatile organic compounds or metal-based dyes in its production.","It weighs half as much as leather, generates 65% less CO2 in the production process, and requires no volatile organic compounds or metal-based dyes in its production."
6153,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,6,8,8,1,26,172,0,"In terms of the interior, the cockpit-like layout has been designed with driver needs in mind, putting all critical driving controls within comfortable reach while driving.","In terms of the interior, the cockpit-like layout has been designed with driver needs in mind, putting all critical driving controls within comfortable reach while driving."
6154,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,7,9,9,1,22,148,0,The standard 10-way power adjustment driver's seat includes a Lexus memory system with three position buttons that also control the outside mirrors.,The standard 10-way power adjustment driver's seat includes a Lexus memory system with three position buttons that also control the outside mirrors.
6155,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,8,10,10,1,17,115,0,The interior offers choice as well with four different accent trim materials available as dealer installed options.,The interior offers choice as well with four different accent trim materials available as dealer installed options.
6156,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,9,11,11,1,15,105,0,"Those choices include standard textured black, black metallic, genuine ash burl wood, and genuine bamboo.","Those choices include standard textured black, black metallic, genuine ash burl wood, and genuine bamboo."
6157,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,10,12,12,1,35,203,0,"In addition to luxurious upholstery and trim, the rear passengers may notice their seats are more centered and slightly higher than the front to give second row occupants a better view of the road ahead.","In addition to luxurious upholstery and trim, the rear passengers may notice their seats are more centered and slightly higher than the front to give second row occupants a better view of the road ahead."
6158,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,11,13,13,1,41,242,0,"CT200H owners can also opt for one or more of the available luxury features, including an available one-touch open-close moonroof to let a little of the outdoors in, an available Lexus premium audio system with 10 speakers and six CD changer.","CT200H owners can also opt for one or more of the available luxury features, including an available one-touch open-close moonroof to let a little of the outdoors in, an available Lexus premium audio system with 10 speakers and six CD changer."
6159,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,12,14,14,1,24,146,0,An available backup monitor with its picture displayed in the rear view mirror or on the navigation screen in vehicles equipped with that feature.,An available backup monitor with its picture displayed in the rear view mirror or on the navigation screen in vehicles equipped with that feature.
6160,Lexus 2011 Lexus CT 200h – Luxury (720p 24fps H264 128kbit AAC),125,13,15,15,1,19,134,0,An available advanced parking guidance system offering visual and audio feedback as the vehicle approaches obstacles while backing up.,An available advanced parking guidance system offering visual and audio feedback as the vehicle approaches obstacles while backing up.
